GEOID,NAME,med_age_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,med_age_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,census_tract,counts
36047040400,Census Tract 404; Kings County; New York,38.5,2641,2641,39,98482,464,429,11.1,2.2,350,350,37,47647,144,86,5.5,36047040400,1
36047040500,Census Tract 405; Kings County; New York,30.5,1516,1516,539,66362,111,516,20.8,4.8,329,329,216,8480,62,126,11.6,36047040500,1
36047040600,Census Tract 406; Kings County; New York,36.1,3973,3973,28,75885,382,653,12.4,4.3,621,621,44,7155,90,155,8.2,36047040600,2
36047040800,Census Tract 408; Kings County; New York,39.6,3885,3885,0,90000,625,503,21.9,6.9,725,725,13,31401,215,148,13.8,36047040800,6
36047040900,Census Tract 409; Kings County; New York,34.1,4068,4068,704,63626,139,1184,30.2,3.9,911,911,341,6037,99,271,15.0,36047040900,3
36047041100,Census Tract 411; Kings County; New York,36.4,2925,2925,1024,58377,266,815,21.8,5.1,822,822,445,24489,128,198,10.0,36047041100,2
36047041200,Census Tract 412; Kings County; New York,38.8,3312,3312,0,115714,496,516,22.2,6.3,715,715,13,47446,117,127,13.9,36047041200,5
36047041300,Census Tract 413; Kings County; New York,33.4,3664,3664,863,86190,383,991,14.6,6.4,790,790,590,28897,159,202,6.3,36047041300,6
36047041401,Census Tract 414.01; Kings County; New York,34.8,1233,1233,56,52750,190,240,26.0,5.9,295,295,61,11484,71,77,15.9,36047041401,1
36047041500,Census Tract 415; Kings County; New York,34.3,4906,4906,1876,93211,393,1222,20.5,2.2,709,709,625,9283,145,310,8.4,36047041500,3
36047041700,Census Tract 417; Kings County; New York,36.8,3400,3400,863,31250,146,1233,27.6,7.4,714,714,345,18418,77,184,10.3,36047041700,3
36047041800,Census Tract 418; Kings County; New York,27.4,2598,2598,6,53830,220,632,22.8,6.2,541,541,16,18961,63,139,10.8,36047041800,3
36047041900,Census Tract 419; Kings County; New York,28.8,3588,3588,1358,62656,117,1101,35.6,3.4,846,846,749,16958,65,129,14.4,36047041900,1
36047042000,Census Tract 420; Kings County; New York,28.8,1789,1789,13,82606,223,262,20.1,9.3,316,316,17,17891,50,53,11.6,36047042000,2
36047042100,Census Tract 421; Kings County; New York,32.0,4421,4421,563,97250,260,1485,18.5,2.9,610,610,258,21400,103,275,7.8,36047042100,6
36047042200,Census Tract 422; Kings County; New York,32.3,3465,3465,108,67277,426,657,22.2,8.6,567,567,80,27914,212,99,10.2,36047042200,4
36047042300,Census Tract 423; Kings County; New York,30.7,4235,4235,482,95506,119,1333,12.7,1.1,644,644,278,13098,68,206,4.5,36047042300,2
36047042400,Census Tract 424; Kings County; New York,39.8,3946,3946,8,65278,371,841,22.2,6.8,730,730,12,13076,114,158,10.2,36047042400,3
36047042500,Census Tract 425; Kings County; New York,27.9,3460,3460,200,89044,148,939,25.0,1.8,606,606,140,26318,98,135,13.0,36047042500,3
36047042600,Census Tract 426; Kings County; New York,36.7,4981,4981,31,77500,553,1031,30.1,4.7,860,860,48,30596,195,166,12.6,36047042600,5
36047042700,Census Tract 427; Kings County; New York,31.1,4672,4672,315,91750,184,1600,14.4,1.9,558,558,248,12958,88,193,8.5,36047042700,12
36047042800,Census Tract 428; Kings County; New York,43.3,3928,3928,40,78807,528,885,9.9,2.9,481,481,39,14499,135,151,5.4,36047042800,4
36047042900,Census Tract 429; Kings County; New York,29.3,5159,5159,528,67908,89,1851,26.1,1.3,897,897,338,15009,41,187,12.0,36047042900,8
36047043000,Census Tract 430; Kings County; New York,34.7,3944,3944,5,52652,256,1074,13.1,4.5,579,579,7,12834,91,218,7.0,36047043000,3
36047043100,Census Tract 431; Kings County; New York,30.0,4065,4065,317,86530,81,1606,7.8,1.7,777,777,279,13275,69,316,4.3,36047043100,4
36047043200,Census Tract 432; Kings County; New York,38.2,4350,4350,20,81548,340,1102,16.3,3.1,770,770,37,24132,105,226,8.3,36047043200,4
36047043300,Census Tract 433; Kings County; New York,32.3,3455,3455,1110,40000,79,1199,31.8,6.1,732,732,515,19889,86,185,16.0,36047043300,4
36047043400,Census Tract 434; Kings County; New York,40.4,3911,3911,85,60724,387,868,27.2,7.8,714,714,69,31775,84,161,10.9,36047043400,1
36047043500,Census Tract 435; Kings County; New York,32.9,4992,4992,798,82967,348,1354,21.3,2.6,757,757,467,30868,129,261,9.3,36047043500,4
36047043600,Census Tract 436; Kings County; New York,40.9,4901,4901,49,74197,555,1304,17.7,4.1,891,891,72,23610,275,494,8.6,36047043600,2
36047043700,Census Tract 437; Kings County; New York,31.8,5263,5263,591,59643,193,1691,17.4,1.5,1289,1289,335,35000,111,337,7.5,36047043700,5
36047043800,Census Tract 438; Kings County; New York,31.9,2670,2670,55,70344,161,762,12.5,4.1,391,391,58,10796,60,143,6.8,36047043800,3
36047043900,Census Tract 439; Kings County; New York,39.1,3390,3390,903,71471,413,659,20.4,4.7,642,642,459,35192,131,147,10.5,36047043900,8
36047044000,Census Tract 440; Kings County; New York,29.3,2900,2900,67,85000,286,546,20.3,6.2,474,474,58,24684,63,91,7.8,36047044000,1
36047044100,Census Tract 441; Kings County; New York,31.9,5391,5391,585,63378,162,1750,28.9,3.0,968,968,312,14673,93,246,7.9,36047044100,8
36047044200,Census Tract 442; Kings County; New York,34.8,2575,2575,9,69722,490,380,19.4,7.7,496,496,6,32266,176,108,10.4,36047044200,1
36047044300,Census Tract 443; Kings County; New York,34.3,4470,4470,70,94327,262,1643,18.1,3.1,626,626,83,16494,181,220,8.4,36047044300,5
36047044400,Census Tract 444; Kings County; New York,32.0,3294,3294,199,65500,293,777,26.7,4.4,717,717,260,17627,104,217,15.3,36047044400,1
36047044500,Census Tract 445; Kings County; New York,34.3,4335,4335,261,84318,310,1360,21.7,1.4,683,683,182,11204,125,191,8.9,36047044500,6
36047044600,Census Tract 446; Kings County; New York,35.0,1947,1947,27,59464,246,359,11.1,5.9,328,328,29,33426,95,82,5.9,36047044600,1
36047044700,Census Tract 447; Kings County; New York,35.0,2594,2594,439,86595,56,869,39.4,1.9,335,335,193,16017,47,165,8.4,36047044700,4
36047044800,Census Tract 448; Kings County; New York,41.8,1839,1839,14,76364,457,291,9.7,4.5,264,264,21,14589,87,83,7.7,36047044800,1
36047044901,Census Tract 449.01; Kings County; New York,29.3,3041,3041,1698,55156,18,977,33.2,3.2,655,655,662,12929,19,156,11.6,36047044901,1
36047045000,Census Tract 450; Kings County; New York,27.4,837,837,10,84583,105,128,34.6,17.8,329,329,11,17091,45,82,22.7,36047045000,1
36047045300,Census Tract 453; Kings County; New York,39.6,2253,2253,600,61420,0,671,44.6,3.9,180,180,158,17945,13,73,9.8,36047045300,5
36047045400,Census Tract 454; Kings County; New York,30.1,1882,1882,337,88456,230,267,7.7,5.8,649,649,300,20063,60,88,8.0,36047045400,5
36047045600,Census Tract 456; Kings County; New York,41.0,2207,2207,19,83289,133,649,13.6,8.7,448,448,22,19449,50,144,5.3,36047045600,3
36047046000,Census Tract 460; Kings County; New York,37.0,3302,3302,156,78155,614,643,14.7,3.5,456,456,128,19968,93,151,5.8,36047046000,1
36047046201,Census Tract 462.01; Kings County; New York,44.1,2448,2448,9,40058,429,667,14.2,9.9,533,533,14,17005,123,153,9.1,36047046201,2
36047046202,Census Tract 462.02; Kings County; New York,27.9,1923,1923,31,88092,317,211,15.1,4.2,381,381,51,17746,66,67,10.9,36047046202,1
36047047600,Census Tract 476; Kings County; New York,17.6,3508,3508,151,54149,370,490,18.5,12.1,1160,1160,196,36741,102,155,14.0,36047047600,3
36047047700,Census Tract 477; Kings County; New York,33.3,3950,3950,11,176190,458,1386,10.7,1.1,444,444,18,29662,96,175,4.9,36047047700,2
36047047800,Census Tract 478; Kings County; New York,26.6,4248,4248,81,57228,405,661,21.3,6.2,845,845,117,24597,129,135,9.4,36047047800,4
36047048000,Census Tract 480; Kings County; New York,38.6,3345,3345,104,35088,174,790,43.6,11.0,807,807,91,16624,86,155,14.3,36047048000,3
36047048100,Census Tract 481; Kings County; New York,33.2,3049,3049,104,103529,229,1111,9.4,2.9,848,848,90,25808,76,153,3.8,36047048100,5
36047048200,Census Tract 482; Kings County; New York,41.9,5856,5856,421,53301,799,1462,14.2,4.6,953,953,235,11142,311,324,5.5,36047048200,2
36047048500,Census Tract 485; Kings County; New York,31.6,2395,2395,203,106893,161,852,22.4,1.9,288,288,175,39798,99,113,8.8,36047048500,4
36047048600,Census Tract 486; Kings County; New York,28.8,3223,3223,650,58722,219,583,18.2,8.1,976,976,876,2846,72,133,9.9,36047048600,4
36047048800,Census Tract 488; Kings County; New York,34.5,4472,4472,331,72254,714,943,14.0,3.5,524,524,155,45697,231,177,8.0,36047048800,1
36047049000,Census Tract 490; Kings County; New York,35.8,5297,5297,498,69575,514,1701,11.9,2.8,921,921,238,10043,182,268,10.4,36047049000,1
36047049100,Census Tract 491; Kings County; New York,40.3,6905,6905,1210,41156,505,2212,30.6,3.6,1095,1095,657,10770,298,344,14.9,36047049100,7
36047049200,Census Tract 492; Kings County; New York,39.2,3105,3105,399,99444,683,569,26.2,4.7,476,476,240,73539,138,206,14.2,36047049200,3
36047049302,Census Tract 493.02; Kings County; New York,36.7,5036,5036,649,51860,121,2201,32.0,4.6,660,660,504,27025,109,229,13.0,36047049302,10
36047049500,Census Tract 495; Kings County; New York,30.4,2657,2657,386,101875,140,1223,26.4,1.7,389,389,163,23015,57,153,5.2,36047049500,6
36047049600,Census Tract 496; Kings County; New York,36.0,3801,3801,87,71952,392,857,14.0,4.1,612,612,83,9304,108,198,6.5,36047049600,9
36047049700,Census Tract 497; Kings County; New York,33.4,3235,3235,122,129489,380,1224,7.9,2.2,403,403,92,18530,170,140,4.0,36047049700,9
36047049800,Census Tract 498; Kings County; New York,37.8,4051,4051,234,73066,387,1199,6.4,2.0,710,710,193,34512,100,384,3.1,36047049800,2
36047049900,Census Tract 499; Kings County; New York,32.6,2305,2305,66,101250,296,666,6.6,1.9,407,407,58,32076,91,123,3.8,36047049900,3
36047050001,Census Tract 500.01; Kings County; New York,51.3,2150,2150,223,113780,468,423,5.8,6.1,456,456,148,23379,145,113,5.2,36047050001,3
36047050100,Census Tract 501; Kings County; New York,33.0,3092,3092,95,103846,286,1234,14.0,2.9,515,515,122,54893,139,178,9.6,36047050100,9
36047050202,Census Tract 502.02; Kings County; New York,47.7,2505,2505,37,93995,727,429,6.7,8.7,401,401,79,18851,120,206,3.8,36047050202,2
36047050300,Census Tract 503; Kings County; New York,32.6,2745,2745,81,151250,250,1133,6.7,5.1,532,532,86,28481,88,257,3.1,36047050300,4
36047050401,Census Tract 504.01; Kings County; New York,39.2,2988,2988,371,139947,274,950,9.6,4.7,371,371,201,18931,107,126,7.5,36047050401,1
36047050402,Census Tract 504.02; Kings County; New York,43.6,1873,1873,438,136825,528,413,10.0,3.6,722,722,403,75291,337,109,7.3,36047050402,5
36047050500,Census Tract 505; Kings County; New York,33.5,4336,4336,1202,70361,159,1788,29.7,2.6,875,875,799,24908,100,204,9.4,36047050500,2
36047050600,Census Tract 506; Kings County; New York,37.3,5970,5970,2200,71316,377,1753,14.4,3.3,1028,1028,663,20448,168,382,6.8,36047050600,8
36047050700,Census Tract 507; Kings County; New York,12.6,3899,3899,78,54342,187,505,39.9,2.9,828,828,96,27713,97,112,15.7,36047050700,4
36047050801,Census Tract 508.01; Kings County; New York,32.9,3919,3919,2362,68125,0,1435,19.4,3.4,440,440,451,24078,13,120,10.0,36047050801,5
36047050803,Census Tract 508.03; Kings County; New York,33.5,2880,2880,1611,77625,39,1053,21.0,2.7,436,436,264,11343,35,137,8.6,36047050803,6
36047050900,Census Tract 509; Kings County; New York,13.0,5532,5532,6,35333,257,721,68.5,2.1,1249,1249,18,4694,132,134,10.5,36047050900,3
36047051001,Census Tract 510.01; Kings County; New York,30.2,4987,4987,3882,57464,0,1636,20.4,3.6,1060,1060,1007,19324,13,214,7.8,36047051001,3
36047051002,Census Tract 510.02; Kings County; New York,35.4,4351,4351,2580,60193,118,1665,12.9,4.2,493,493,539,9779,62,119,5.3,36047051002,3
36047051100,Census Tract 511; Kings County; New York,37.1,4064,4064,239,72803,186,1766,23.1,7.3,495,495,144,8563,81,175,5.7,36047051100,1
36047051300,Census Tract 513; Kings County; New York,32.1,5570,5570,291,126358,263,2257,17.5,1.5,850,850,318,30814,95,267,7.0,36047051300,12
36047051400,Census Tract 514; Kings County; New York,38.2,7496,7496,3795,93630,321,2386,9.7,3.2,922,922,1017,8876,129,262,4.2,36047051400,2
36047051500,Census Tract 515; Kings County; New York,33.3,2805,2805,172,183056,291,953,8.6,1.8,469,469,120,49248,108,130,5.1,36047051500,1
36047051601,Census Tract 516.01; Kings County; New York,32.0,5087,5087,3346,63672,90,1838,20.5,3.4,690,690,529,9919,72,191,6.4,36047051601,1
36047051602,Census Tract 516.02; Kings County; New York,37.6,3829,3829,2654,66875,37,1396,11.3,5.6,749,749,694,21103,34,221,6.6,36047051602,2
36047051700,Census Tract 517; Kings County; New York,34.0,2791,2791,23,191964,337,1062,6.6,1.7,363,363,32,25671,110,136,3.7,36047051700,3
36047051800,Census Tract 518; Kings County; New York,38.2,3368,3368,1361,92098,558,1005,9.8,5.6,586,586,449,15087,121,269,5.9,36047051800,3
36047051900,Census Tract 519; Kings County; New York,34.1,5155,5155,159,205184,406,2736,7.0,1.1,773,773,145,21888,153,531,3.3,36047051900,7
36047052000,Census Tract 520; Kings County; New York,39.7,3598,3598,920,118343,420,876,16.3,3.1,728,728,648,3189,86,239,8.9,36047052000,8
36047052300,Census Tract 523; Kings County; New York,31.8,5236,5236,437,91111,452,1762,22.6,2.4,709,709,287,41216,179,236,7.0,36047052300,11
36047052500,Census Tract 525; Kings County; New York,28.8,3412,3412,103,30078,0,1331,32.5,4.4,778,778,109,18199,13,156,12.4,36047052500,8
36047052600,Census Tract 526; Kings County; New York,37.5,4134,4134,731,83152,370,1436,14.5,2.9,558,558,281,10818,98,197,7.8,36047052600,4
36047052700,Census Tract 527; Kings County; New York,31.8,6518,6518,550,61563,161,2223,15.4,1.9,995,995,338,23745,100,230,6.9,36047052700,8
36047052900,Census Tract 529; Kings County; New York,30.3,3026,3026,0,38690,104,806,35.5,2.7,723,723,13,7963,58,139,12.3,36047052900,1
36047053200,Census Tract 532; Kings County; New York,33.8,2598,2598,158,70816,462,434,14.9,3.8,389,389,120,18196,71,149,8.3,36047053200,6
36047053400,Census Tract 534; Kings County; New York,32.6,4827,4827,326,58800,277,1101,17.5,5.5,771,771,134,19503,90,190,8.9,36047053400,1
36047053700,Census Tract 537; Kings County; New York,14.3,4289,4289,66,42143,198,572,43.1,3.4,859,859,41,11188,84,124,14.8,36047053700,1
36047053800,Census Tract 538; Kings County; New York,36.9,5995,5995,997,67521,418,1947,13.4,4.0,798,798,526,18714,159,257,6.4,36047053800,6
36047053900,Census Tract 539; Kings County; New York,27.2,2810,2810,94,32321,135,794,55.7,11.1,480,480,86,15142,72,154,15.0,36047053900,1
36047054200,Census Tract 542; Kings County; New York,45.4,3872,3872,96,60750,331,1207,21.8,2.7,522,522,46,22424,95,199,8.6,36047054200,6
36047054900,Census Tract 549; Kings County; New York,30.8,4781,4781,0,163269,252,1696,22.6,2.7,837,837,13,42509,96,198,14.8,36047054900,5
36047055000,Census Tract 550; Kings County; New York,39.8,3646,3646,297,58409,449,1027,23.7,4.0,464,464,195,14287,116,148,8.8,36047055000,3
36047055100,Census Tract 551; Kings County; New York,35.2,5936,5936,762,120841,609,2190,12.8,3.4,742,742,416,29859,217,317,7.7,36047055100,6
36047055200,Census Tract 552; Kings County; New York,47.7,3645,3645,10,91731,329,1081,9.5,6.7,517,517,9,38209,115,222,6.2,36047055200,9
36047055300,Census Tract 553; Kings County; New York,32.6,3116,3116,3,131016,335,1105,20.7,2.0,708,708,6,16902,111,165,16.1,36047055300,13
36047055400,Census Tract 554; Kings County; New York,37.1,4058,4058,50,70833,274,1398,12.2,4.3,537,537,42,18654,84,167,5.6,36047055400,3
36047055500,Census Tract 555; Kings County; New York,33.1,9578,9578,547,187115,1249,3210,5.9,1.5,917,917,386,18902,283,444,2.8,36047055500,5
36047055600,Census Tract 556; Kings County; New York,41.2,3498,3498,44,66048,444,902,31.1,7.3,569,569,53,18571,127,153,13.6,36047055600,1
36047055700,Census Tract 557; Kings County; New York,33.1,1763,1763,19,117353,99,891,4.8,0.9,340,340,24,46317,48,208,3.1,36047055700,2
36047056100,Census Tract 561; Kings County; New York,35.1,3646,3646,70,146250,329,1376,6.0,3.5,576,576,72,20921,91,223,2.8,36047056100,7
36047056301,Census Tract 563.01; Kings County; New York,33.9,4454,4454,83,139760,332,1625,11.2,2.3,751,751,109,25409,131,226,6.1,36047056301,4
36047056400,Census Tract 564; Kings County; New York,42.7,2573,2573,71,84524,911,133,10.0,3.7,397,397,90,21362,146,54,6.4,36047056400,2
36047056500,Census Tract 565; Kings County; New York,36.0,3332,3332,15,113634,262,1639,6.5,3.2,375,375,24,22897,103,233,3.0,36047056500,3
36047056600,Census Tract 566; Kings County; New York,53.2,2430,2430,408,79236,375,486,25.7,6.0,494,494,211,32931,61,84,16.1,36047056600,1
36047056800,Census Tract 568; Kings County; New York,45.2,1428,1428,0,88661,362,191,23.2,12.9,318,318,13,19451,86,80,16.9,36047056800,4
36047056900,Census Tract 569; Kings County; New York,36.2,1796,1796,29,155804,297,550,3.5,1.7,251,251,23,26113,111,86,2.2,36047056900,4
36047057000,Census Tract 570; Kings County; New York,55.4,3696,3696,173,77121,1464,155,9.7,9.5,453,453,80,15089,304,75,6.1,36047057000,5
36047057100,Census Tract 571; Kings County; New York,34.2,4014,4014,45,135188,309,1674,6.7,3.4,667,667,68,34274,128,286,4.2,36047057100,6
36047057300,Census Tract 573; Kings County; New York,36.1,2378,2378,37,106765,420,860,10.5,2.9,330,330,40,58366,209,167,4.9,36047057300,3
36047057400,Census Tract 574; Kings County; New York,52.2,2653,2653,0,89125,710,287,14.3,6.0,363,363,13,17112,132,132,7.4,36047057400,2
36047057500,Census Tract 575; Kings County; New York,32.3,5148,5148,160,138750,245,2098,11.4,1.7,645,645,148,28215,129,229,6.6,36047057500,9
36047057600,Census Tract 576; Kings County; New York,48.3,2905,2905,15,81711,622,390,12.2,3.9,464,464,22,42671,238,109,4.9,36047057600,2
36047057800,Census Tract 578; Kings County; New York,38.0,3066,3066,141,53939,377,801,25.1,4.5,403,403,88,26026,109,171,9.1,36047057800,6
36047057901,Census Tract 579.01; Kings County; New York,36.3,1277,1277,257,140781,85,381,24.1,3.9,239,239,41,37263,45,97,6.3,36047057901,2
36047058000,Census Tract 580; Kings County; New York,34.3,3655,3655,147,36984,288,877,27.6,3.3,715,715,169,9641,99,192,12.7,36047058000,5
36047058200,Census Tract 582; Kings County; New York,41.5,2340,2340,79,54567,164,655,10.0,10.1,765,765,75,20053,63,126,6.8,36047058200,5
36047058400,Census Tract 584; Kings County; New York,42.2,3526,3526,0,71944,562,788,9.4,2.7,597,597,13,16754,160,152,6.4,36047058400,2
36047058600,Census Tract 586; Kings County; New York,40.8,2455,2455,243,79143,469,362,18.7,5.4,370,370,224,12456,149,103,7.6,36047058600,1
36047058800,Census Tract 588; Kings County; New York,46.9,3445,3445,93,85074,556,858,9.8,6.8,480,480,145,33280,115,226,5.7,36047058800,2
36047058901,Census Tract 589.01; Kings County; New York,36.3,1772,1772,0,100938,148,658,5.7,1.4,245,245,13,27776,55,94,2.9,36047058901,2
36047059000,Census Tract 590; Kings County; New York,50.8,1915,1915,53,72292,271,405,20.2,8.4,356,356,63,23185,67,124,8.4,36047059000,1
36047059100,Census Tract 591; Kings County; New York,37.9,3987,3987,57,130372,273,1628,3.9,2.1,442,442,51,17773,101,213,2.0,36047059100,6
